-0.098651744	-0.2619437	-0.0052631996	-0.41098228	-0.0958187	0.14091675	-0.13973352	-0.13999958	-0.07444757	0.20124614	-0.1313694	-0.21981665	0.24698614	-0.045452584	0.01765974	0.49324632
0.27271986	-0.41001922	-0.000676947	-0.74713045	-0.2182635	0.16613957	-0.05367827	-0.31388697	-0.3924646	-0.003601274	-0.062473033	-0.271685	-0.5142092	0.09000651	0.078264244	0.7812145
-0.042676307	0.014627767	-0.060469285	-0.18709676	0.2452477	0.30854845	-0.21365339	-0.20231049	0.3510664	0.034516092	-0.103014715	-0.33019707	0.46777236	0.14865084	-0.1241122	0.13255452
-0.1555133	-0.042367637	0.014058262	-0.115895726	0.05583992	0.1680254	-0.11535729	-0.029677527	0.20902106	0.15518798	-0.14134464	-0.25753838	0.39547184	0.03902243	-0.03819287	0.11280395
-0.36113092	-0.037177697	-0.13161856	-0.00073863415	-0.18515283	-0.11527779	-0.0036890889	-0.05231921	0.08364165	0.08004256	-0.19210087	-0.03994497	0.44626155	-0.19751087	-0.10032501	0.16983071
0.22883411	0.19743423	0.18279767	0.31042737	0.64915895	0.6293045	-0.48730263	-0.022198837	0.7674002	0.045449026	0.10212168	-0.55790997	0.65769696	0.42691493	-0.09140217	-0.5760684
0.06569861	-0.3706439	0.07043431	-0.42286918	-0.14623798	0.007010876	-0.05827661	-0.2561706	-0.17856923	0.105986506	0.021574685	-0.12755308	-0.18798475	0.040802926	0.13226976	0.49883243
-0.02795086	-0.22636792	0.027657222	-0.34091666	-0.17017028	0.036445376	-0.16134809	-0.044461418	-0.08227854	0.13109595	-0.020423224	-0.059018288	0.12310159	-0.041864157	0.12770234	0.4595364
-0.37696087	0.026333937	-0.0020853556	0.53150964	0.12841061	0.07487898	-0.38671297	0.30032104	0.6352197	0.3193117	-0.030284863	0.017271522	0.88895977	-0.059964035	0.067088425	-0.64880794
0.21799497	-0.1556257	0.12888937	-0.23702936	0.20689039	0.37447134	-0.2561909	-0.039811507	0.17651969	0.15106367	0.04105371	-0.3313261	0.037432227	0.25161055	0.03827627	0.17527004
0.15321843	-0.66855246	0.37476587	-0.5815471	0.052173898	0.21266416	-0.352963	0.2627309	-0.019266373	0.4334548	0.37736952	-0.20224053	-0.45878106	0.2830759	0.5344883	0.6833129
-0.15755841	-0.7042199	0.090788186	-0.32383135	-0.5104546	-0.082913265	-0.4231871	0.2672837	-0.39375493	0.45203575	0.15683593	0.25458908	0.08218812	-0.09566077	0.44140506	0.5762617
-0.54935485	-0.010057101	-0.33220872	0.47510672	-0.3357444	-0.35409448	0.14412259	0.16562608	-0.02218905	0.19629547	-0.28306562	0.33291176	0.72239476	-0.38570306	-0.06717281	-0.067550965
